64872015,1394248441,3.75,3.40,109.80,418.30,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,90.20,3.38,6.78,5.51,8.48,2.53,-3.44,8.90,-0.03,-0.03,1.68,12.71,-0.03,-2.59,8.05,8.05,4.66,10.17,8.48,1.94,-3.68,1.50,57.17,66.74,29.65
64980019,1394249637,3.81,4.12,135.95,282.35,241.33,460.78,0.00,143.79,78.43,0.00,0.00,209.15,0.00,0.00,66.67,-2.16,-4.29,-1.31,-3.01,-5.15,-6.86,3.81,-5.15,-5.15,-4.29,6.78,-6.01,-3.44,-0.03,-1.73,-5.58,0.40,-3.01,2.64,-3.68,-3.68,88.31,65.92,63.25
65052001,1394250434,3.82,4.58,108.50,334.64,199.10,397.06,0.00,0.00,13.07,451.76,0.00,0.00,0.00,49.02,58.82,-0.88,-2.16,-1.31,2.96,-2.59,0.83,6.78,0.83,0.83,0.83,8.05,1.25,3.81,2.10,0.40,-1.31,2.10,2.96,1.59,3.66,-3.68,47.33,103.62,30.47
65088017,1394250832,3.83,4.54,108.50,303.27,174.96,362.75,70.59,0.00,0.00,0.00,72.40,0.00,209.15,9.80,98.04,1.25,0.40,-1.73,5.51,0.40,4.23,10.17,4.66,4.66,2.10,10.59,5.51,5.51,5.93,2.53,-0.03,4.23,5.51,2.43,-3.68,-3.71,78.47,81.49,49.32
65124027,1394251231,3.82,4.54,101.96,313.73,168.93,475.49,47.06,0.00,30.50,0.00,30.17,0.00,277.12,9.80,74.51,0.83,4.66,0.40,4.66,5.51,3.81,11.02,3.81,3.81,3.81,11.02,8.05,7.63,6.35,2.96,2.10,2.10,4.66,2.26,-3.68,3.66,43.23,39.70,46.86
65160050,1394251630,3.82,4.64,152.94,324.18,187.03,436.27,0.00,0.00,143.79,0.00,0.00,0.00,245.75,0.00,74.51,2.96,3.38,4.23,7.63,7.63,8.05,13.13,10.17,10.17,6.35,10.17,7.63,9.75,9.75,8.90,6.78,5.08,7.63,1.53,-3.68,-2.87,52.25,57.73,22.28
65304017,1394253223,3.78,3.73,126.80,501.96,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,98.04,11.02,10.17,5.93,13.97,9.32,3.81,13.13,8.05,8.05,11.44,14.40,6.78,6.35,13.55,12.71,10.17,14.82,13.97,1.24,-3.68,3.66,28.48,46.25,10.80
65340038,1394253622,3.76,3.66,135.95,439.22,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,62.75,6.35,7.20,6.78,8.90,5.51,-1.31,11.44,2.10,2.10,5.08,13.97,1.25,0.83,10.59,9.75,4.66,10.17,8.90,0.39,-3.68,-3.68,74.38,42.97,20.64
65412027,1394254419,3.78,3.63,130.72,313.73,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,66.67,1.25,1.68,2.10,2.53,-1.31,-8.15,5.93,-3.44,-3.44,-0.45,10.17,-4.72,-3.01,6.35,4.66,-1.73,5.08,2.53,2.14,-1.24,-3.68,85.85,71.66,36.21
65448016,1394254818,3.77,3.63,101.96,402.61,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,70.59,-1.31,-0.88,-0.03,-0.88,-4.29,-9.86,5.51,-7.29,-7.29,-3.01,8.90,-8.58,-6.86,3.38,-0.45,-3.87,4.23,-0.88,-3.68,-3.68,3.66,49.79,65.92,51.78
65484017,1394255216,3.82,4.05,125.49,313.73,144.80,431.37,0.00,0.00,17.43,0.00,0.00,0.00,0.00,431.37,90.20,-1.73,-4.29,-0.45,-3.01,-2.16,-6.86,5.51,-6.43,-6.43,-6.86,6.78,-6.43,-5.58,-0.03,-2.59,-4.72,-0.03,-3.01,1.82,-3.68,-1.38,49.79,65.10,21.46
65520016,1394255615,3.83,4.71,104.58,256.21,217.19,401.96,0.00,13.07,0.00,329.41,0.00,0.00,0.00,102.94,90.20,-1.73,-3.01,-2.16,0.40,-4.29,-5.58,7.63,-2.16,-2.16,-5.58,7.20,-3.44,-1.73,-0.03,-1.31,-6.01,2.10,0.40,0.68,-2.64,-3.68,35.04,66.74,23.10
65556017,1394256013,3.83,4.84,126.80,355.56,199.10,392.16,0.00,65.88,0.00,75.29,0.00,62.75,0.00,176.47,58.82,0.40,-1.73,-3.44,2.53,1.25,-0.03,7.20,-0.88,-0.88,1.25,6.35,1.25,2.53,0.83,-0.88,-3.44,2.10,2.53,1.88,3.66,-3.68,27.66,65.92,28.01
65592015,1394256412,3.83,4.80,115.03,214.38,187.03,328.43,0.00,45.75,122.00,0.00,0.00,47.06,0.00,127.45,101.96,1.25,2.53,-2.16,2.53,0.40,5.08,11.86,3.81,3.81,-0.45,8.05,2.53,2.96,7.20,1.68,1.25,0.83,2.53,1.50,-3.68,0.54,30.12,56.91,17.36
65628027,1394256810,3.81,4.58,120.26,339.87,168.93,362.75,0.00,112.94,13.07,0.00,0.00,78.43,203.92,14.71,94.12,0.40,6.35,1.25,6.78,4.66,5.93,15.66,3.81,3.81,3.81,9.32,6.78,5.51,7.20,2.10,2.10,2.53,6.78,2.02,-3.68,1.88,31.76,60.18,33.75
65664017,1394257209,3.81,4.61,122.88,433.99,174.96,372.55,54.90,0.00,278.87,0.00,72.40,0.00,0.00,0.00,90.20,4.66,3.81,2.96,8.48,8.90,7.20,15.66,8.48,8.48,9.75,11.02,7.20,10.59,8.48,7.20,6.35,6.35,8.48,3.63,-3.68,-3.68,43.23,61.82,20.64
65700038,1394257607,3.83,4.58,118.95,350.33,181.00,450.98,94.12,0.00,0.00,125.49,96.53,0.00,88.89,4.90,66.67,5.93,8.48,2.53,13.55,9.75,8.48,14.40,11.02,11.02,8.48,13.13,8.90,9.75,10.17,11.02,7.20,11.02,13.55,1.24,3.66,-3.68,61.26,57.73,12.44
66202129,1394263166,3.82,4.41,154.25,334.64,187.03,480.39,141.18,0.00,0.00,0.00,126.70,0.00,104.58,24.51,94.12,5.93,6.35,2.96,8.90,8.48,10.17,15.24,8.05,8.05,10.17,13.97,9.32,11.86,11.02,6.78,7.20,6.78,8.90,1.47,-3.68,3.63,63.72,74.94,28.83
66203056,1394263176,3.83,4.48,128.10,313.73,187.03,426.47,39.22,0.00,0.00,0.00,36.20,0.00,0.00,387.25,70.59,4.23,8.05,2.96,8.90,8.90,11.02,13.13,10.59,10.59,7.20,13.97,11.44,11.02,11.44,10.59,8.90,9.32,8.90,1.88,-3.68,3.60,64.54,99.52,50.14
73512027,1394344086,3.83,4.38,125.49,271.90,271.49,485.29,54.90,0.00,318.08,0.00,48.27,0.00,5.23,0.00,62.75,-2.59,-4.72,-0.45,-0.45,-5.58,-6.43,6.78,-3.87,-3.87,-6.86,6.78,-0.45,-2.59,2.96,-1.31,-7.72,0.40,-0.45,1.50,-3.68,-3.68,85.03,62.64,14.90
73548015,1394344485,3.81,4.74,134.64,282.35,229.26,446.08,0.00,65.36,126.36,25.10,0.00,83.66,0.00,127.45,86.27,-1.73,-0.45,-3.01,1.68,-2.16,-2.16,7.20,3.38,3.38,-2.16,6.78,0.40,0.40,3.81,2.96,-3.01,1.25,1.68,2.08,-3.68,-3.68,78.47,76.58,39.49
73584017,1394344883,3.82,4.51,128.10,496.73,217.19,509.80,7.84,0.00,0.00,238.43,12.07,0.00,0.00,200.98,74.51,-2.16,1.68,-0.03,5.08,-0.03,0.40,7.20,0.83,0.83,3.81,22.82,2.53,6.78,2.53,0.40,-1.31,3.38,5.08,-0.31,0.74,-3.68,76.84,47.89,5.07
73656017,1394345680,3.81,4.71,166.01,360.78,205.13,436.27,0.00,65.36,91.50,0.00,0.00,83.66,0.00,122.55,58.82,2.96,5.08,1.68,9.75,4.66,7.63,12.28,8.48,8.48,5.08,9.32,8.48,7.20,8.48,7.20,5.51,5.93,9.75,2.52,-3.68,-3.68,46.51,45.43,14.08
73692030,1394346079,3.81,4.51,147.71,407.84,205.13,392.16,94.12,6.54,161.22,0.00,66.37,0.00,0.00,34.31,62.75,4.23,7.63,2.96,13.13,8.90,9.32,14.40,11.02,11.02,5.93,13.13,11.86,11.44,10.59,10.59,7.20,10.17,13.13,1.59,0.07,-3.68,36.68,63.46,28.01
73728017,1394346477,3.83,4.08,130.72,428.76,235.29,509.80,23.53,0.00,348.58,0.00,42.23,0.00,0.00,19.61,70.59,8.90,9.32,3.81,13.97,11.02,11.86,13.13,10.59,10.59,10.59,13.55,15.24,16.08,13.13,10.17,9.75,12.28,13.97,1.44,-3.68,-3.68,77.65,62.64,26.37
73872027,1394348071,3.76,3.63,135.95,533.33,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,70.59,3.81,3.81,6.35,9.32,3.81,-2.16,9.75,1.25,1.25,4.23,11.44,-2.59,0.40,8.05,8.48,0.83,12.28,9.32,1.79,-0.80,-3.68,48.97,68.38,28.01
73908015,1394348470,3.77,3.56,117.65,334.64,0.00,0.00,0.00,0.00,30.50,0.00,0.00,0.00,0.00,0.00,62.75,1.25,1.68,4.23,1.68,-0.88,-6.86,6.35,-1.73,-1.73,0.83,9.75,-6.01,-3.01,5.93,5.08,-2.59,6.35,1.68,1.62,-3.68,-3.71,61.26,55.27,18.18
73944001,1394348868,3.76,3.50,132.03,345.10,0.00,0.00,0.00,0.00,30.50,0.00,0.00,0.00,0.00,0.00,82.35,1.68,-1.73,0.40,2.53,-3.01,-9.00,4.23,-3.87,-3.87,-3.87,24.49,-7.72,-4.72,5.51,2.96,-2.59,3.81,2.53,-0.36,-3.68,-3.68,62.90,59.36,14.90
74052016,1394350064,3.82,4.80,126.80,287.58,223.23,460.78,62.75,0.00,74.07,69.02,84.46,0.00,0.00,137.25,54.90,-3.87,-0.88,-2.59,0.83,-2.59,1.68,5.93,1.68,1.68,1.25,6.78,0.40,4.23,2.96,1.68,-3.01,-1.73,0.83,2.23,-3.68,-1.30,72.74,83.95,45.22
74124016,1394350861,3.82,4.44,141.18,303.27,217.19,387.25,101.96,0.00,0.00,50.20,114.63,0.00,0.00,176.47,74.51,2.10,2.10,2.10,7.63,5.93,5.51,12.71,5.08,5.08,2.96,9.75,7.63,6.35,9.75,4.23,1.68,3.81,7.63,2.23,-1.15,-3.68,106.34,91.33,50.96
74199832,1394351700,3.83,4.31,155.56,334.64,205.13,406.86,0.00,0.00,8.71,59.61,0.00,0.00,0.00,367.65,70.59,4.66,8.90,4.66,11.86,7.20,8.48,14.40,11.02,11.02,9.32,13.13,13.97,13.13,13.55,10.59,5.51,7.20,11.86,1.03,-2.93,-3.68,99.78,104.44,6.71
74221976,1394351945,3.81,4.44,113.73,282.35,205.13,436.27,31.37,0.00,156.86,0.00,42.23,0.00,0.00,215.69,62.75,7.20,8.05,5.93,12.71,6.78,9.32,14.82,12.28,12.28,10.17,14.82,13.13,13.97,14.82,12.28,7.63,9.75,12.71,-3.68,-3.68,-2.14,72.74,89.69,55.06
74232016,1394352056,3.83,4.35,122.88,271.90,211.16,411.76,94.12,0.00,152.51,0.00,102.56,0.00,0.00,73.53,70.59,6.78,9.32,4.23,14.40,10.17,9.32,15.24,12.71,12.71,10.59,13.97,13.55,14.40,12.28,11.02,5.93,9.75,14.40,0.22,-2.05,-3.68,48.15,38.88,5.89
74268027,1394352455,3.81,3.95,149.02,507.19,114.63,431.37,188.24,0.00,39.22,0.00,181.00,0.00,0.00,9.80,58.82,8.05,9.75,8.48,14.82,11.86,12.28,13.13,13.55,13.55,11.86,15.24,14.40,16.08,13.55,14.40,9.32,13.97,14.82,0.89,-3.68,-3.71,71.10,42.15,9.98
74340001,1394353252,3.76,3.66,118.95,397.39,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,90.20,5.93,6.35,7.20,8.90,5.08,-1.31,9.75,2.53,2.53,7.20,15.24,2.10,2.96,10.59,9.32,2.96,10.17,8.90,1.47,-3.68,-3.22,100.60,57.73,32.93
74412015,1394354049,3.77,3.63,105.88,470.59,0.00,0.00,0.00,0.00,39.22,0.00,0.00,0.00,0.00,0.00,90.20,2.96,-0.03,2.53,1.68,0.83,-6.01,5.08,-4.29,-4.29,0.40,11.02,-6.01,-3.87,4.66,2.96,-1.73,5.51,1.68,2.11,-3.68,-3.68,76.02,84.77,42.77
74448001,1394354447,3.76,3.66,124.18,418.30,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,66.67,-2.16,-2.16,1.25,-1.31,-3.87,-9.00,3.38,-4.72,-4.72,-4.72,8.48,-9.00,-8.15,1.25,2.10,-5.15,1.68,-1.31,2.26,-3.68,-3.68,79.29,63.46,22.28
74484027,1394354846,3.82,4.54,122.88,287.58,277.53,470.59,0.00,0.00,222.22,0.00,0.00,0.00,0.00,196.08,86.27,-2.16,-3.87,-2.16,-3.01,-4.29,-8.15,4.23,-6.43,-6.43,-7.29,29.10,-5.15,-4.72,1.25,-3.44,-8.15,0.40,-3.01,0.86,-3.68,-3.68,67.00,37.24,7.52
74520001,1394355244,3.83,4.38,135.95,386.93,235.29,534.31,109.80,0.00,26.14,0.00,120.66,0.00,15.69,142.16,74.51,-1.73,-2.59,-3.87,1.25,-2.16,-5.58,2.53,0.40,0.40,-1.31,6.35,-1.73,2.53,-0.03,1.68,-9.00,0.40,1.25,-3.68,-0.83,-3.68,59.62,57.73,23.10
74556001,1394355643,3.83,4.71,103.27,334.64,217.19,406.86,54.90,0.00,0.00,69.02,42.23,0.00,5.23,250.00,78.43,-3.87,-1.31,-2.16,0.40,-2.16,-1.31,9.32,-0.03,-0.03,-2.59,9.32,4.23,3.38,1.25,-0.45,-4.29,0.40,0.40,1.76,-3.68,-3.68,91.59,66.74,27.19
81693635,1394434657,3.81,4.64,116.34,250.98,193.06,352.94,0.00,98.04,4.36,185.10,0.00,146.41,0.00,14.71,54.90,4.66,4.66,2.96,5.08,8.48,5.08,16.08,3.81,3.81,8.90,13.55,7.20,7.63,12.28,4.66,9.75,5.51,5.08,1.24,-3.68,-3.25,79.29,56.09,14.08
108072016,1394726665,3.81,4.58,120.26,266.67,205.13,421.57,15.69,0.00,0.00,0.00,18.10,0.00,5.23,328.43,62.75,-1.73,1.25,-2.59,2.10,-2.16,-0.03,8.48,4.66,4.66,-2.16,7.20,2.96,1.68,3.81,3.38,-1.73,0.40,2.10,2.02,-3.68,-3.68,78.47,58.55,34.57
108108017,1394727064,3.82,4.58,104.58,350.33,205.13,352.94,78.43,19.61,135.08,15.69,102.56,10.46,0.00,9.80,94.12,1.68,0.83,-1.31,6.78,0.40,4.66,9.32,3.38,3.38,2.53,8.05,4.23,6.35,3.81,2.96,-0.03,2.10,6.78,1.53,-3.68,-3.68,64.54,76.58,32.93
108144001,1394727462,3.81,4.12,130.72,360.78,199.10,377.45,7.84,0.00,366.01,37.65,0.00,0.00,0.00,4.90,58.82,1.68,3.81,-0.45,9.75,2.53,5.93,9.75,9.75,9.75,5.51,9.32,6.35,8.05,6.78,8.90,1.68,5.08,9.75,0.39,-3.68,-3.71,75.20,41.33,10.80
108180050,1394727861,3.83,4.61,112.42,277.12,193.06,377.45,0.00,26.14,161.22,0.00,0.00,36.60,0.00,151.96,90.20,5.08,5.08,2.10,9.32,6.78,9.32,12.71,9.32,9.32,5.93,11.02,8.05,9.32,10.17,8.05,5.51,7.20,9.32,1.82,-3.68,-3.68,95.68,103.62,40.31
108216017,1394728259,3.83,4.51,137.25,266.67,199.10,372.55,0.00,0.00,17.43,0.00,0.00,0.00,0.00,382.35,82.35,6.78,6.78,3.81,12.71,6.78,9.32,14.82,11.02,11.02,9.32,11.86,11.02,11.86,11.02,9.75,6.78,8.90,12.71,1.67,-3.68,-3.68,29.30,97.06,28.83
108360017,1394729853,3.74,3.63,132.03,350.33,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,62.75,1.68,0.83,5.08,2.53,1.68,-6.43,7.63,-1.73,-1.73,-0.45,13.13,-0.03,-1.73,8.48,4.23,-1.73,5.93,2.53,1.53,-3.68,-3.68,79.29,56.09,16.54
108396001,1394730252,3.77,3.66,101.96,465.36,0.00,0.00,0.00,0.00,30.50,0.00,0.00,0.00,0.00,0.00,62.75,-0.45,1.25,0.83,0.83,-2.59,-8.15,5.08,-3.44,-3.44,-2.16,9.75,-6.43,-6.01,3.38,1.68,-4.29,4.66,0.83,-3.68,-3.68,-3.68,39.96,39.70,15.72
108432001,1394730650,3.74,3.63,117.65,313.73,0.00,0.00,0.00,0.00,43.57,0.00,0.00,0.00,0.00,0.00,70.59,-3.01,-2.16,-1.73,-0.03,-3.44,-10.29,2.53,-6.01,-6.01,-1.73,9.75,-9.00,-6.43,0.40,0.40,-4.29,2.10,-0.03,1.97,-3.68,-3.68,24.38,70.84,33.75
108540016,1394731846,3.83,4.61,118.95,433.99,211.16,377.45,0.00,45.75,235.29,18.82,0.00,26.14,10.46,19.61,66.67,-3.44,-4.72,-2.16,-0.45,-0.45,-0.45,4.23,-4.29,-4.29,-3.44,4.66,-0.45,-0.88,-1.31,-6.01,-3.87,-1.73,-0.45,2.46,-3.68,-3.68,59.62,83.13,46.04
108576027,1394732245,3.81,4.67,125.49,334.64,211.16,372.55,0.00,0.00,0.00,97.25,6.03,0.00,5.23,289.22,54.90,-1.31,-2.59,-0.88,5.08,-1.73,1.68,8.48,2.10,2.10,-1.73,8.48,0.40,3.38,2.53,1.25,-3.87,1.68,5.08,1.79,-3.68,-3.68,88.31,80.67,42.77
108612001,1394732643,3.81,4.51,112.42,339.87,193.06,397.06,117.65,26.14,4.36,9.41,126.70,20.92,0.00,83.33,66.67,1.68,2.53,-2.59,4.23,2.53,3.81,11.02,5.51,5.51,1.68,10.59,7.20,5.08,5.93,4.23,0.83,2.53,4.23,1.76,-3.68,-3.68,70.28,80.67,30.47
108648016,1394733042,3.81,4.05,99.35,381.70,199.10,490.20,164.71,13.07,0.00,9.41,187.03,0.00,0.00,107.84,94.12,4.23,3.81,-0.45,7.20,7.20,8.90,13.55,8.05,8.05,3.81,9.32,8.05,6.78,9.32,5.93,5.51,4.23,7.20,1.79,-3.68,-3.68,48.97,76.58,32.93
108684015,1394733440,3.82,4.38,141.18,277.12,199.10,426.47,86.27,0.00,0.00,160.00,84.46,0.00,0.00,142.16,70.59,2.96,8.05,3.38,11.02,9.32,5.93,16.08,7.63,7.63,5.08,11.02,8.90,6.78,12.71,6.35,3.81,8.05,11.02,1.70,-3.68,-3.68,36.68,70.02,31.29
108720039,1394733839,3.81,4.54,111.11,324.18,187.03,421.57,31.37,0.00,0.00,109.80,42.23,0.00,0.00,240.20,62.75,5.08,8.48,4.23,12.28,8.48,9.75,14.82,10.59,10.59,8.48,13.13,8.90,9.32,12.28,11.02,7.20,10.59,12.28,0.19,-3.68,-3.68,44.05,46.25,11.62
108756001,1394734237,3.82,4.41,116.34,271.90,187.03,475.49,0.00,26.14,0.00,0.00,0.00,47.06,0.00,387.25,74.51,7.20,8.48,6.35,14.40,8.90,8.05,14.40,9.32,9.32,7.20,13.97,9.32,8.05,13.97,8.48,8.90,12.71,14.40,1.94,-3.68,-3.68,26.84,65.92,34.57
108828027,1394735034,3.76,3.63,116.34,313.73,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,62.75,4.23,6.78,4.66,6.35,4.23,-2.59,9.32,1.68,1.68,3.38,27.43,-0.45,-0.88,9.75,7.20,2.53,8.90,6.35,-0.48,-3.68,-3.68,53.07,90.51,59.16
108864017,1394735433,3.77,3.63,113.73,397.39,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,70.59,2.53,2.96,2.53,2.96,1.25,-4.29,8.90,-0.88,-0.88,-0.88,13.97,-3.01,-3.01,8.05,6.35,-0.45,6.78,2.96,1.97,-3.68,-3.68,59.62,90.51,37.03
109008027,1394737027,3.83,4.44,138.56,250.98,241.33,426.47,149.02,0.00,34.86,0.00,150.83,0.00,41.83,0.00,78.43,-6.01,-3.01,-2.59,-2.16,-4.72,-6.01,6.35,-3.87,-3.87,-3.87,5.08,-5.15,-2.59,0.40,-3.01,-7.72,-0.88,-2.16,-3.51,-3.68,-3.68,94.05,40.52,14.90
109044001,1394737425,3.82,4.64,135.95,350.33,211.16,490.20,94.12,0.00,47.93,203.92,102.56,0.00,5.23,0.00,101.96,-5.58,-2.59,-1.31,-2.59,-3.44,-0.45,7.63,-1.31,-1.31,-2.16,6.35,-0.88,-0.03,2.96,-1.31,-4.29,-3.01,-2.59,2.52,-3.68,-3.68,96.50,53.63,-115.41
109080001,1394737824,3.82,4.74,117.65,334.64,199.10,397.06,15.69,0.00,0.00,316.86,24.13,0.00,0.00,132.35,62.75,-0.88,-0.45,-1.31,5.08,2.53,0.83,10.17,0.83,0.83,1.25,6.35,4.66,2.53,4.23,-0.03,-1.31,1.68,5.08,-3.68,-3.68,-3.68,90.77,62.64,23.10
109116027,1394738222,3.83,4.51,120.26,512.42,193.06,460.78,0.00,98.04,0.00,0.00,0.00,183.01,0.00,176.47,70.59,0.40,2.53,-2.16,5.51,3.38,3.38,9.75,2.53,2.53,5.08,8.48,2.96,6.78,6.35,0.40,1.68,4.23,5.51,1.53,-3.68,-3.68,84.21,65.10,37.85
109188017,1394739019,3.83,4.54,113.73,266.67,199.10,387.25,0.00,52.29,4.36,9.41,0.00,83.66,0.00,230.39,94.12,6.78,7.20,1.68,9.75,7.63,8.05,16.08,8.05,8.05,6.35,13.55,10.59,8.05,13.13,6.35,6.78,8.90,9.75,0.19,-3.68,-3.68,55.53,83.13,50.96
109224016,1394739418,3.82,4.51,111.11,334.64,211.16,450.98,86.27,0.00,0.00,266.67,84.46,0.00,0.00,58.82,62.75,6.35,9.75,6.35,11.02,11.86,10.59,15.66,9.32,9.32,9.32,13.55,8.48,10.17,14.40,8.90,9.32,10.59,11.02,1.00,-3.68,-3.68,42.41,28.22,0.15
109260048,1394739817,3.78,3.66,112.42,371.24,0.00,0.00,0.00,0.00,13.07,0.00,0.00,0.00,0.00,0.00,50.98,8.90,8.90,5.51,12.71,13.97,8.48,17.77,10.17,10.17,12.28,16.93,11.86,9.75,15.66,11.44,9.32,11.44,12.71,1.00,-3.68,-3.68,78.47,34.78,9.98
109296017,1394740215,3.77,3.40,118.95,350.33,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,74.51,7.63,10.17,5.93,9.32,8.90,1.68,13.13,5.08,5.08,8.05,16.51,3.81,3.81,15.66,10.59,7.63,10.59,9.32,1.76,-3.68,-3.68,101.42,51.99,32.11
109404001,1394741410,3.77,3.66,130.72,355.56,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,101.96,1.68,2.10,1.25,2.53,1.25,-7.72,6.78,-0.88,-0.88,-3.01,9.75,-3.01,-6.43,6.35,5.08,-2.59,5.51,2.53,1.24,-3.68,-3.68,99.78,74.12,14.90
109440016,1394741809,3.76,3.59,118.95,491.50,0.00,0.00,0.00,0.00,34.86,0.00,0.00,0.00,0.00,0.00,58.82,-2.16,-3.44,2.10,-3.01,-4.29,-6.01,2.96,-7.72,-7.72,-3.87,6.78,-7.29,-4.29,0.40,-1.31,-1.73,0.40,-3.01,2.58,-3.68,-3.68,67.00,103.62,55.88
109476017,1394742208,3.80,3.86,118.95,339.87,259.43,563.73,156.86,0.00,0.00,210.20,156.86,0.00,99.35,4.90,54.90,-3.44,-1.31,-2.16,-3.44,-6.86,-7.29,2.96,-6.43,-6.43,-6.86,8.05,-8.58,-8.58,0.83,-2.59,-5.58,1.25,-3.44,-3.71,-3.68,-3.68,67.00,33.96,28.01
109512016,1394742606,3.81,4.71,111.11,230.07,253.39,397.06,0.00,39.22,117.65,0.00,0.00,26.14,230.07,9.80,70.59,-2.59,-3.44,-4.72,-3.87,-1.73,-2.59,5.51,-3.01,-3.01,-0.88,7.63,-3.01,-1.73,2.96,-0.45,-2.16,-2.59,-3.87,-3.68,-3.68,-3.68,80.93,70.84,48.50
109548001,1394743004,3.81,4.51,108.50,371.24,223.23,406.86,0.00,84.97,0.00,31.37,6.03,135.95,0.00,122.55,66.67,-3.44,-0.45,-2.16,3.38,-1.31,-0.03,7.63,-2.16,-2.16,-2.16,7.20,-0.03,-2.16,0.83,-1.73,-1.31,2.96,3.38,1.65,-3.68,-3.68,35.86,42.15,18.18
